Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Qayamat Ki Raat,1990.0,112.0,5.0,9.0,Horror,hindi
Sattekalapu Satteya,1969.0,137.5,3.3,14.0,Unknown,telugu
Anaganaga O Premakatha,2018.0,125.0,5.8,56.0,Drama,telugu
Parole,2009.0,49.0,6.5,18.0,Family,malayalam
Farebi,1974.0,126.0,6.3,9.0,Drama,hindi
Simmba,2018.0,158.0,5.7,15048.0,"Action, Comedy, Crime",hindi
Sulthan Hyderali,1996.0,137.5,6.4,10.0,Unknown,malayalam
Prohari,1982.0,133.0,6.2,31.0,Romance,bengali
Prem Ki Bujhini,2016.0,140.0,6.7,149.0,Romance,bengali
Hosa Anubhava,2017.0,120.0,6.9,24.0,Drama,kannada
Jaganmatha,1987.0,116.0,6.9,24.0,Drama,telugu
Rubam,2021.0,116.0,5.3,115.0,"Horror, Thriller",tamil
Vintha Mogudu,1985.0,131.0,8.6,47.0,Drama,telugu
Oru Pandemic Love Story,2020.0,14.0,7.95,13.5,"Short, Comedy",malayalam
Qurbaniyaan,2000.0,137.0,5.5,21.0,Action,hindi
Black Forest,2014.0,107.0,6.9,24.0,Drama,malayalam
Anubhavam Pudumai,1967.0,170.0,6.4,10.0,Unknown,tamil
Prapancha,1961.0,138.0,6.9,24.0,Drama,marathi
Madhabir Janye,1957.0,126.0,6.9,24.0,Drama,bengali
Nayi Larki,1958.0,137.5,6.4,10.0,Unknown,urdu
Duti Pata,1983.0,133.0,6.2,31.0,Romance,bengali
Arunodaya,1968.0,172.0,6.4,10.0,Unknown,kannada
Kathah Vichitrah,2017.0,122.0,4.9,153.0,"Horror, Mystery",kannada
Tada,2003.0,154.0,4.8,21.0,Action,hindi
Shakha Proshakha,1990.0,130.0,7.8,674.0,Drama,bengali
Eradondla Mooru,2015.0,136.0,6.7,61.5,"Drama, Romance",kannada
Kadumkappi,2017.0,11.0,8.2,11.0,"Short, Musical",malayalam
Jiban mrityu,1967.0,130.0,8.0,34.0,Drama,bengali
Vaada Poda Nanbargal,2011.0,137.0,6.1,42.0,Comedy,tamil
Naandhi,2021.0,146.0,7.9,3021.0,"Crime, Drama, Thriller",telugu
Ek Ka Do Aur Dhoka Ek,2016.0,120.0,6.0,32.0,Thriller,hindi
Bhoopadathil Illatha Oridam,2012.0,131.0,4.4,47.0,"Comedy, Drama",malayalam
Shree Satyanarayana Pooja,1990.0,126.0,6.9,24.0,Drama,hindi
Bangaru Chellelu,1979.0,126.0,6.9,24.0,Drama,telugu
Devakottai Kadhal,2019.0,133.0,6.2,31.0,Romance,tamil
Ram Teri Ganga Maili,1985.0,178.0,6.7,949.0,"Drama, Musical, Romance",hindi
Prem Mhanje Prem Mhanje Prem Asta,2013.0,131.0,6.6,30.0,Romance,marathi
Proffessor Visarbhole,2000.0,126.0,6.9,24.0,Drama,marathi
Shri Rama Katha,1969.0,137.5,6.4,10.0,Unknown,telugu
Biryani Brothers - Ikisvi Sadi,2018.0,5.0,8.0,17.0,"Short, Music",urdu
Tales of Siva 2,2009.0,66.0,5.75,19.5,Animation,hindi
Raees,2017.0,143.0,6.8,40702.0,"Action, Crime, Drama",hindi
Ti Dete To Deto Te Detat Saglech Detat Shivya,2017.0,197.0,6.1,42.0,Comedy,marathi
Unsuni,2015.0,126.0,6.9,24.0,Drama,urdu
Broker 2,2014.0,130.0,6.9,24.0,Drama,telugu
Nixobdo Nilim,2014.0,4.0,8.0,17.0,"Short, Music",assamese
Anveshane,1983.0,108.0,7.5,17.0,"Drama, Mystery",kannada
Thaanaa Serndha Koottam,2018.0,138.0,6.7,5154.0,"Action, Comedy, Crime",tamil
Kathamma,2015.0,132.0,6.9,24.0,Drama,tamil
Vadakkum Nathan,2006.0,135.0,6.6,353.0,"Drama, Musical, Romance",malayalam
Sharafat,1970.0,120.0,7.1,75.0,"Drama, Romance",hindi
Thampu,1978.0,129.0,7.6,48.0,Drama,malayalam
Aame,2019.0,143.0,6.3,1155.0,"Drama, Thriller",tamil
Pudhir Vettai (Puzzle Hunt),2010.0,120.0,6.0,32.0,Thriller,tamil
Ek Don Teen,1964.0,126.0,6.9,24.0,Drama,marathi
Puraave,2020.0,90.0,6.9,24.0,Drama,kannada
Saagari,2005.0,133.0,6.2,31.0,Romance,hindi
Vattamesha Sammelanam,2019.0,136.0,5.2,29.0,Comedy,malayalam
Kodeeswaran,1955.0,132.0,4.8,5.0,Unknown,tamil
Tingu Rangadu,1982.0,104.0,5.3,15.0,"Action, Drama, Comedy",telugu
Jharer Pare,1955.0,137.5,6.4,10.0,Unknown,bengali
Insaaf Ka Suraj,1990.0,137.0,5.5,21.0,Action,hindi
Kunwar Sahab,2016.0,83.0,6.5,18.0,Family,hindi
Pratham Prem,1965.0,133.0,6.2,31.0,Romance,bengali
Ente Tuition Teacher,1992.0,133.0,6.2,31.0,Romance,malayalam
Anishchitha,2010.0,126.0,6.9,24.0,Drama,kannada
Irandil Ondru,1988.0,137.5,6.4,10.0,Unknown,tamil
Kaalal Pada,1989.0,127.0,6.1,16.0,"Crime, Drama",malayalam
Tadipaar Ek Sazaa,2005.0,137.0,5.5,21.0,Action,hindi
Sipahiya,1949.0,137.5,6.4,10.0,Unknown,hindi
Muqabala,1942.0,133.0,5.8,8.0,Unknown,hindi
Anka,2003.0,146.0,6.9,24.0,Drama,kannada
Dinner with the President: A Nation's Journey,2007.0,52.0,7.5,63.0,Documentary,oriya
Tamboo Mein Bamoo,2001.0,126.0,6.6,11.0,Drama,hindi
Savaale Samaali,2015.0,138.0,4.9,56.0,Comedy,tamil
Sarithiram Pesu,2015.0,106.0,6.9,24.0,Drama,tamil
Aaram Vetrumai,2017.0,135.0,3.9,14.0,"Drama, Thriller",tamil
Vaigasi Poranthachu,1990.0,140.0,8.0,10.0,Drama,tamil
Sapanako Raja,2018.0,190.0,6.6,10.0,Musical,nepali
Peepli [Live],2010.0,95.0,7.4,11885.0,"Comedy, Drama",hindi
Biscoth,2020.0,106.0,4.2,437.0,Comedy,tamil
Bandal Baaz,1991.0,137.5,6.4,10.0,Unknown,marathi
Nanhi Kaliyan,1971.0,126.0,6.9,24.0,Drama,hindi
Apoorva Piravaigal,1967.0,172.0,5.8,5.0,Drama,tamil
Laat Saab,1992.0,126.0,3.3,22.0,"Action, Crime, Drama",hindi
By Mammali an Indian,2018.0,132.0,6.6,25.0,"Drama, Family",malayalam
Secret Honeymoon,2000.0,95.0,6.0,32.0,Thriller,hindi
Thiruvilayadal,1965.0,154.0,7.8,314.0,"Drama, Family, Musical",tamil
Arasa Kattalai,1967.0,132.0,6.2,27.0,Drama,tamil
Nanaranger Dinguli,1977.0,103.0,6.9,24.0,Drama,bengali
Premikulu,2005.0,133.0,6.2,31.0,Romance,telugu
Darzi ki Marzi,2017.0,14.0,7.95,13.5,"Short, Comedy",urdu
Birhan,1948.0,137.5,6.4,10.0,Unknown,hindi
Aaravadhu Vanam,2010.0,155.0,6.9,24.0,Drama,tamil
Phir Se...,2018.0,118.0,5.5,203.0,Romance,hindi
Illam,1988.0,137.5,6.4,10.0,Unknown,tamil
Kiriti Roy,2016.0,120.0,8.6,327.0,Thriller,bengali
Alludochhadu,1976.0,137.5,6.4,10.0,Unknown,telugu
Samandaram,1985.0,117.0,6.9,24.0,Drama,malayalam
Ahalya,1978.0,137.5,6.2,6.0,Unknown,malayalam
Mang Le Tu Mang Le,2001.0,120.0,6.0,32.0,Thriller,hindi
Qatilon Ka Qatil,2004.0,137.0,4.8,5.0,Action,hindi
Sneho,1994.0,142.0,6.7,26.0,"Comedy, Drama, Romance",bengali
King Kong,1962.0,142.0,6.3,38.0,"Action, Adventure, Comedy",hindi
Dushman Zamana,1992.0,129.0,5.1,24.0,"Action, Romance",hindi
Bairaag,1976.0,124.0,6.5,101.0,"Drama, Thriller",hindi
Panathottam,1963.0,135.0,6.8,12.0,Drama,tamil
Thalayundu Udalilla,2021.0,120.0,6.0,32.0,Thriller,malayalam
Kulukki,2013.0,14.0,7.95,13.5,"Short, Comedy",malayalam
Deemak,2014.0,126.0,6.9,24.0,Drama,urdu
Bengal 1983,1932.0,137.5,6.4,10.0,Unknown,hindi
The Crossings,2017.0,120.0,6.0,32.0,Thriller,punjabi
Seba,1967.0,126.0,6.9,24.0,Drama,bengali
Palkaan,1957.0,137.5,6.4,10.0,Unknown,punjabi
Preet Khandani Dhaar,1979.0,137.5,6.4,10.0,Unknown,gujarati
Bhadradeepam,1973.0,137.5,6.4,10.0,Unknown,malayalam
Girdhar Gopal Ki Mira,1949.0,137.5,6.4,10.0,Unknown,hindi
Album,2002.0,126.0,6.9,24.0,Drama,telugu
Rough Book,2016.0,100.0,6.9,189.0,Drama,hindi
Mahaguru,1985.0,92.0,4.9,21.0,"Action, Comedy, Crime",hindi
Mayiladum Kunnu,1972.0,137.5,6.4,10.0,Unknown,malayalam
Gharibon Ka Badshah,1988.0,126.0,6.9,24.0,Drama,urdu
Yaar Beli,1959.0,137.5,6.4,10.0,Unknown,punjabi
Adavi Simhalu,1983.0,144.0,5.5,24.0,"Action, Drama",telugu
Tanveer Fatima (B.A.),2009.0,126.0,5.0,23.0,Drama,urdu
Suryavamsam,1997.0,156.0,7.4,196.0,"Comedy, Drama, Family",tamil
Urukku Mushtikal,1981.0,137.5,6.4,10.0,Unknown,malayalam
Cheema Prema Madhyalo Bhama,2020.0,115.0,6.4,10.0,"Drama, Romance",telugu
Shivalinga,2016.0,155.0,7.1,540.0,"Drama, Horror, Thriller",kannada
Daku Ki Larki,1960.0,137.5,6.4,10.0,Unknown,urdu
Sheela I Love You,2001.0,120.0,6.0,32.0,Thriller,hindi
Sapera,1961.0,137.0,5.5,21.0,Action,hindi
Lalan Fakir,1987.0,121.0,6.9,24.0,Drama,bengali
Avalakki Pavalakki,2021.0,129.0,6.45,14.0,Adventure,kannada
Dad Cheers,2019.0,101.0,6.9,24.0,Drama,marathi
Pyaasi Nadi,1973.0,120.0,6.0,32.0,Thriller,hindi
War journey to win,2021.0,137.0,5.5,21.0,Action,bengali
Night Out,2019.0,116.0,7.6,16.0,"Comedy, Thriller",kannada
Badmaash Bubbly,2019.0,67.0,6.0,32.0,Thriller,hindi
Kiraathaka,2011.0,161.0,7.1,151.0,"Comedy, Drama",kannada
Innale,1989.0,137.0,7.9,432.0,"Drama, Romance",malayalam
Sesh Chithi,2017.0,105.0,6.9,24.0,Drama,bengali
Thamisra,2015.0,112.0,7.2,35.0,Horror,kannada
4pm on the Court,2011.0,115.0,6.35,21.5,Sport,hindi
Sarbath,2021.0,142.0,7.4,81.0,"Comedy, Drama",tamil
Life Style,2009.0,126.0,6.9,24.0,Drama,telugu
Janmabhumi,1973.0,126.0,6.9,24.0,Drama,bengali
Final Bullet,2020.0,11.5,8.7,15.0,"Short, Mystery",malayalam
Kolai Kutram,1998.0,127.0,6.9,24.0,Drama,tamil
Vaare va Moguda,1999.0,133.0,6.9,24.0,Drama,telugu
Rangila Rajput,1933.0,137.5,6.4,10.0,Unknown,hindi
Maasilamani,2009.0,150.0,4.9,9.0,Drama,tamil
Lagnacha Gondhal,1991.0,137.5,6.4,10.0,Unknown,marathi
Poshter Girl,2016.0,140.0,6.8,292.0,Comedy,marathi
Vijayaramaraju,2000.0,141.0,6.0,77.0,"Action, Drama",telugu
One IV,2017.0,120.0,6.0,32.0,Thriller,bengali
Ore Rickshaw,1995.0,144.0,6.0,77.0,"Action, Drama",telugu
Naseebwaala,1992.0,132.0,4.1,8.0,Drama,hindi
Gharana Mogudu,1992.0,149.0,7.3,435.0,"Action, Comedy, Drama",telugu
Singapore,1960.0,135.0,6.4,70.0,"Crime, Thriller",hindi
Majaz: Ae Gham-e-Dil Kya Karun,2017.0,178.0,7.6,19.0,Biography,hindi
Aaghaaz,2000.0,153.0,4.1,274.0,"Action, Crime, Drama",hindi
Mohalla Assi,2015.0,150.0,6.8,1579.0,"Comedy, Drama",hindi
Mamata Ki Chhaon Mein,1989.0,132.0,5.8,16.0,"Drama, Family",hindi
Masappady Mathupillai,1973.0,137.5,6.4,10.0,Unknown,malayalam
The Image Threads,2011.0,102.0,6.5,30.0,"Fantasy, Romance",malayalam
Ramyug,2021.0,137.5,6.4,10.0,Unknown,hindi
Aindhaam Thalaimurai Sidha Vaidhiya Sigamani,2014.0,150.0,4.5,75.0,Comedy,tamil
Dev Pavla,1950.0,137.5,6.4,10.0,Unknown,marathi
Kuttiyedathi,1971.0,137.5,6.4,10.0,Unknown,malayalam
Talli Kodakala Anubandham,1981.0,137.5,6.4,10.0,Unknown,telugu
Karachi Stories: Graveyard for Giants,2014.0,4.0,8.2,9.0,"Documentary, Short, Biography",urdu
Mohabbat Ka Nasha,1991.0,120.0,6.0,32.0,Thriller,hindi
Attihannu Mattu Kanaja,2014.0,137.5,8.2,8.0,Unknown,kannada
Aasroy,2000.0,120.0,6.3,11.0,"Drama, Family",bengali
Miss Pannidatheenga Appuram Varuthapaduveenga (Tamil),2015.0,107.0,6.2,31.0,Romance,tamil
Aaduthu Paaduthu,2002.0,150.0,7.1,33.0,Comedy,telugu
Boond Jo Ban Gayee Moti,1967.0,134.5,6.8,30.0,"Crime, Drama, Romance",hindi
Chimukala Pahuna,1967.0,137.5,6.4,10.0,Unknown,marathi
Jeevan Ek Sangharsh,2008.0,159.0,6.9,24.0,Drama,marathi
Dhyasparva,2001.0,135.0,8.0,41.0,"Biography, Drama, History",marathi
Thayi,1974.0,137.5,6.4,10.0,Unknown,tamil
Oopiri,2016.0,158.0,8.0,4391.0,"Comedy, Drama",telugu
Tanthra,2006.0,87.0,4.9,14.0,Horror,malayalam
Kaagar,2019.0,129.0,5.9,54.0,"Crime, Drama",marathi
Apna Bana lo,2021.0,137.0,5.5,21.0,Action,bhojpuri
Swarna Gauri,1962.0,157.0,8.8,8.0,Unknown,kannada
Angaadi,1980.0,139.0,6.8,34.0,"Action, Thriller",malayalam
Aap Se Kya Parda,1979.0,137.5,6.4,10.0,Unknown,urdu
Fakta Ladh Mhana,2011.0,145.0,6.3,116.0,"Action, Drama, Thriller",marathi
Unstopable,2021.0,18.0,7.8,6.0,"Short, Adventure",urdu
Raymo,2020.0,136.5,6.6,76.5,"Family, Romance",kannada
Kaallavarki,2003.0,137.5,6.4,10.0,Unknown,malayalam
Ishq Zinda Bad,1992.0,137.5,6.4,10.0,Unknown,punjabi
Shahjahan,2001.0,156.0,6.7,552.0,"Drama, Romance",tamil
Sartaz,1965.0,137.5,6.4,10.0,Unknown,urdu
Beta hokhe ta aisan,2017.0,137.0,6.4,7.0,Action,bhojpuri
Ek Ajooba,2000.0,71.0,6.0,13.0,Family,hindi
Duplicate Jaani Dushman,2003.0,87.0,5.0,22.0,Horror,hindi
Adhyaya,2013.0,126.0,6.9,24.0,Drama,nepali
Archana Teacher,1981.0,137.0,6.9,24.0,Drama,malayalam
Thikana Rajpath,2010.0,126.0,6.9,24.0,Drama,kannada
Shree Rama Pattabhishekam,1962.0,137.5,6.4,10.0,Unknown,malayalam
Lahiri Lahiri Lahirilo,2002.0,133.0,6.0,36.0,Romance,telugu
Balma Biharwala 2,2016.0,148.0,5.9,144.5,"Action, Drama, Romance",bhojpuri
Vaasna,1968.0,150.0,5.3,9.0,"Action, Crime, Drama",hindi
Dassehra,2018.0,131.0,3.8,315.0,"Action, Thriller",hindi
Vedhamanavan,2019.0,123.0,6.9,24.0,Drama,tamil
Kaalam Vellum,1970.0,127.0,6.0,8.0,Unknown,tamil
Marattam,1988.0,90.0,8.6,8.0,Unknown,malayalam
Kaam Vaasna,1999.0,124.0,6.5,106.0,"Drama, Thriller",hindi
Dhum Dhadaka,1985.0,148.0,7.5,181.0,Comedy,marathi
Murali Krishna,1964.0,169.0,7.5,15.5,"Musical, Drama",telugu
Don Seenu,2010.0,164.0,6.0,780.0,"Action, Comedy",telugu
Putani Safari,2017.0,134.0,7.8,6.0,"Adventure, Family",kannada
Bewaffa Se Waffa,1992.0,172.0,4.9,71.0,Romance,hindi
Mona Lisa,2000.0,120.0,6.0,32.0,Thriller,hindi
Badayi Basavayya,1980.0,118.0,6.9,24.0,Drama,telugu
Mitti Ka Putla,1937.0,137.5,6.4,10.0,Unknown,hindi
Aadarsh,1983.0,126.0,6.9,24.0,Drama,hindi
The Apartment,2010.0,15.0,7.45,15.5,"Short, Thriller",nepali
Veer Gomtesha,2020.0,126.0,6.9,24.0,Drama,hindi
Ek Ladki Badnaam Si,1974.0,133.0,6.2,31.0,Romance,hindi
Bhatke Rahi,1984.0,137.5,6.4,10.0,Unknown,hindi
Bahaana,1960.0,126.0,6.9,24.0,Drama,hindi
Naan Rajavaga Pogiren,2013.0,128.0,5.7,91.0,"Action, Drama, Thriller",tamil
Kalindi,1955.0,126.0,6.9,24.0,Drama,bengali
No Parking,2006.0,70.0,6.0,32.0,Thriller,hindi
Bhavani Junction,1985.0,128.0,5.8,47.0,"Action, Crime, Thriller",hindi
Madanolsavam,1978.0,149.0,7.3,39.0,"Drama, Romance",malayalam
Mouna Guru,2011.0,153.0,7.7,781.0,"Action, Thriller",tamil
Padmashree Laloo Prasad Yadav,2005.0,162.0,2.4,182.0,Comedy,hindi
Teecha Baap Tyacha Baap,2011.0,130.0,6.1,42.0,Comedy,marathi
The Legend of Peacock,2018.0,126.0,6.9,24.0,Drama,hindi
Eid Ho To Aisi,2017.0,59.0,6.9,24.0,Drama,urdu
Ab Badla Main Loongi,1990.0,137.0,5.5,21.0,Action,hindi
Ek Aur Janam,2005.0,120.0,6.0,32.0,Thriller,hindi
Endendigu,2015.0,133.0,6.5,19.0,Romance,kannada
Akasharaju,1951.0,137.5,6.4,10.0,Unknown,telugu
3 Idiots,2009.0,170.0,8.4,351187.0,"Comedy, Drama",hindi
Suvarnabhoomi,1969.0,130.0,6.6,10.0,Musical,kannada
Dharma Productions,2021.0,126.0,6.9,24.0,Drama,hindi
Rajathi Raja,1988.0,137.0,6.8,291.0,"Action, Comedy, Drama",tamil
Hoichoi Unlimited,2018.0,135.0,4.4,196.0,Drama,bengali
Doraemon the Movie: Nobita's New Great Adventure into the Underworld,2007.0,112.0,7.0,521.0,"Animation, Adventure, Comedy",hindi
Preethi Kithabu,2016.0,127.0,6.9,24.0,Drama,kannada
Savati Koduku,1963.0,126.0,6.9,24.0,Drama,telugu
Mahatma Basweshwar,1990.0,120.0,6.9,24.0,Drama,hindi
Ekantham,2007.0,137.5,6.6,10.0,Unknown,malayalam
Zachariayude Garbhinikal,2013.0,114.0,6.1,129.0,Drama,malayalam
5 minutes,2019.0,7.0,8.2,9.5,Short,nepali
Hanv Tum Tum Hanv,2016.0,108.0,6.9,24.0,Drama,kashmiri
Madhura Swapnam,1982.0,88.0,6.4,10.0,Unknown,telugu
Njangal Santhushtaranu,1999.0,131.0,5.6,147.0,"Comedy, Drama",malayalam
Blue Whale,,137.5,6.4,10.0,Unknown,tamil
Sarvasva,2017.0,103.0,6.0,32.0,Thriller,kannada
Natun Diner Alo,1973.0,121.0,6.6,9.0,Drama,bengali
Pyaasi,2003.0,112.0,5.0,22.0,Horror,hindi
Mahajananiki Maradhalu Pilla,1990.0,133.0,6.2,31.0,Romance,telugu
Terror,1985.0,126.0,6.9,24.0,Drama,telugu
Bandha Pasam,1962.0,137.5,5.8,8.0,Unknown,tamil
Divine Sacrifice,1935.0,137.5,6.4,10.0,Unknown,hindi
Homework,2016.0,132.0,6.6,25.0,"Drama, Family",nepali
Ti and Ti,2019.0,126.0,4.5,20.0,Drama,marathi
System,2006.0,147.0,5.6,84.0,"Action, Romance",bengali
Nakili Manishi,1980.0,144.5,7.0,23.0,"Action, Family",telugu
Sadarakshanaay,2011.0,114.0,5.95,17.5,Crime,marathi
Dil Tera Aashiq,1993.0,151.0,5.1,657.0,"Comedy, Drama, Romance",hindi
Koodu,2020.0,7.0,8.0,6.0,"Short, Drama",malayalam
Setu Bandhanam,1946.0,137.5,6.4,10.0,Unknown,telugu
Rangin Raaten,1956.0,133.0,7.2,20.0,Romance,hindi
Nilave Nee Saakshi,1970.0,137.5,6.4,10.0,Unknown,tamil
Diamond Queen,1940.0,155.0,6.1,31.0,"Action, Adventure",hindi
Nirudyogi,2009.0,126.0,6.9,24.0,Drama,kannada
Abhiyatri,1947.0,126.0,6.9,24.0,Drama,bengali
Reset,,120.0,6.0,32.0,Thriller,telugu
Kurolla Rajyam,1996.0,130.0,6.1,42.0,Comedy,telugu
Yevade Subramanyam,2015.0,150.0,7.6,2221.0,"Adventure, Comedy, Drama",telugu
Jamba Lakidi Pamba,2018.0,141.0,6.5,633.0,"Comedy, Fantasy",telugu
Sidlingu,2012.0,131.0,7.5,92.0,"Comedy, Drama",kannada
Kodanda Ramudu,2000.0,124.0,6.5,18.0,Family,telugu
Rajasekara,1967.0,146.0,7.4,7.0,Unknown,kannada
Madam Fashion,1936.0,126.0,6.9,24.0,Drama,hindi
Hope Aur Hum,2018.0,96.0,6.2,402.0,"Comedy, Drama, Family",hindi
Sri Krishna Deva Raya,1970.0,216.0,8.8,70.0,"Drama, History",kannada
Miss Istanbul,1996.0,137.5,4.0,30.0,Unknown,urdu
"August 14,1947",2013.0,12.0,,,"Short, History",malayalam
Sher ty Dalair,1974.0,137.5,6.4,10.0,Unknown,punjabi
Kondaveeti Donga,1990.0,151.0,6.9,292.0,"Action, Adventure, Drama",telugu
Ithe Oru Penkutty,1988.0,137.5,6.4,10.0,Unknown,malayalam
Kali Waghan,1935.0,137.5,6.4,10.0,Unknown,hindi
Mayurpankh,1954.0,106.0,5.9,16.0,"Adventure, Drama, Musical",urdu
EMI: Liya Hai To Chukana Padega,2008.0,180.0,4.2,578.0,"Comedy, Crime, Drama",hindi
Edanthottam,1980.0,137.5,6.4,10.0,Unknown,malayalam
Ellam Avale,1977.0,126.0,6.9,24.0,Drama,tamil
Ek Aur Laawaris,2004.0,137.0,5.5,21.0,Action,hindi
Roudram 2018,2019.0,119.0,6.9,24.0,Drama,malayalam
Sub Se Bara Rupaiya,1996.0,137.5,6.4,10.0,Unknown,urdu
Sedentary,2018.0,22.0,7.45,15.5,"Short, Thriller",urdu
Chingi,2009.0,125.0,6.9,24.0,Drama,marathi
Rukmavati Ki Haveli,1991.0,126.0,6.6,19.0,Drama,hindi
Jodi Breakers,2012.0,127.0,3.5,1108.0,"Comedy, Musical, Romance",hindi
Meesrti,2005.0,90.0,3.4,332.0,Action,telugu
Beera,2021.0,137.0,5.5,21.0,Action,kannada
Samreen,2018.0,16.0,8.0,8.0,"Documentary, Short, Drama",urdu
Thiraseelakku Pinnil,1993.0,137.5,6.4,10.0,Unknown,malayalam
Matti Manushulu,1991.0,87.0,6.4,10.0,Unknown,telugu
Prema Gharshana,2000.0,142.0,6.9,24.0,Drama,telugu
Chand Ke Paar Chalo,2006.0,169.0,6.7,31.0,Romance,hindi
Tawaan,2020.0,127.0,8.9,26.0,"Crime, Drama",oriya
Melnaattu Marumagan,2018.0,137.0,5.5,21.0,Action,tamil
Khattay Mithay,2010.0,130.0,6.1,42.0,Comedy,urdu
Labbaik,1980.0,137.0,5.5,21.0,Action,hindi
Thenmozhi,2019.0,15.0,7.8,10.0,"Short, Drama",malayalam
Burma Rani,1944.0,115.0,6.4,10.0,Unknown,tamil
Brand,2018.0,126.0,6.9,24.0,Drama,kannada
Queen of Khajuraho,2001.0,120.0,6.0,32.0,Thriller,hindi
Sniff!!!,2017.0,89.0,5.4,135.0,"Adventure, Comedy, Family",hindi
Dhada,2011.0,147.0,3.7,503.0,"Action, Comedy",telugu
Time To Retaliate: MASOOM,2019.0,113.0,5.4,19.0,Crime,hindi
Ek Zindgi Arman Bhari,1984.0,133.0,6.2,31.0,Romance,hindi
Hawas Ki Diwani,2002.0,53.0,6.0,32.0,Thriller,hindi
Abhishapta,1951.0,126.0,6.9,24.0,Drama,bengali
Bundal Baaz,1976.0,138.0,6.5,54.0,"Comedy, Fantasy, Romance",hindi
Har Dil Jo Pyar Karega...,2000.0,173.0,5.2,4069.0,"Comedy, Drama, Musical",hindi
Bhooka Sher,2001.0,109.0,5.6,16.0,Action,hindi
Shiva Dada,1991.0,137.0,6.4,7.0,Action,hindi
Kodama Simham,1990.0,141.0,6.7,290.0,"Action, Adventure, Western",telugu
Deewano Ki Rangeeli,2002.0,120.0,6.0,32.0,Thriller,hindi
Ansuyammagari Alludu,1986.0,137.5,7.1,7.0,Unknown,telugu
Kuch Kar Dikha,2014.0,22.0,7.2,8.0,"Action, Adventure, Comedy",oriya
Sagakkal,2011.0,145.0,6.9,24.0,Drama,tamil
Padi Padi Leche Manasu,2018.0,158.0,6.4,1050.0,"Drama, Romance",telugu
Kolusu,1985.0,135.0,6.9,24.0,Drama,tamil
Aaba Zindabad,2008.0,126.0,6.9,24.0,Drama,marathi
KERANIR JIBAN,1953.0,119.0,7.2,6.0,Drama,bengali
Ilavatta Pasanga,2017.0,118.0,5.5,21.0,Action,tamil
Sada Mee Sevalo,2005.0,147.0,5.4,38.0,Drama,telugu
Awara Baap,1985.0,132.0,4.9,74.0,"Drama, Family",hindi
Kala Chashma,1962.0,120.0,6.0,32.0,Thriller,hindi
Dil Ke Pechey Pechey',2005.0,110.0,5.7,10.0,"Drama, Thriller",hindi
Gumnam Qatil,2001.0,112.0,3.2,5.0,Horror,hindi
Pottas Bomb,2013.0,94.0,4.1,13.0,Drama,malayalam
Doodh Sagar,2014.0,126.0,6.9,24.0,Drama,kannada
Water,2005.0,117.0,7.7,14406.0,Drama,sanskrit
Greetings Card,2014.0,123.0,8.4,12.0,Romance,bengali
Nal Damayanti,1988.0,135.0,6.9,24.0,Drama,hindi
Swandam Kariyum Zindabad,1975.0,137.5,6.4,10.0,Unknown,malayalam
Filmmakers in Action,2005.0,102.0,7.4,97.0,"Documentary, Biography",malayalam
Pacha Nottukal,1973.0,134.0,6.4,10.0,Unknown,malayalam
Char Dervesh,1964.0,144.0,6.6,21.0,"Adventure, Fantasy",hindi
Hridoye Lekho Naam,2012.0,135.0,6.9,24.0,Drama,bengali
Deewane Huye Paagal,2005.0,158.0,5.3,4552.0,"Action, Comedy, Drama",hindi
Vamsee,2000.0,145.0,4.7,695.0,Action,telugu
Kalalu Kandaam Raa,2002.0,133.0,7.0,8.0,Romance,telugu
Jeevitha Khaidi,1994.0,126.0,6.9,24.0,Drama,telugu
Dholak,1951.0,155.0,6.3,6.0,"Comedy, Romance",hindi
Shahrukh khan ki Maut (Death of Shahrukh khan),2005.0,56.0,7.4,10.0,Drama,urdu
Kadathukaran,1965.0,126.0,6.9,24.0,Drama,malayalam
Herbert,2006.0,142.0,7.5,222.0,"Crime, Drama",bengali
Mirza Jatt,1992.0,103.0,6.2,31.0,Romance,punjabi
Youth Festival,2004.0,146.5,2.6,16.0,"Comedy, Romance, Thriller",malayalam
A Knife in the Bar,2012.0,21.0,6.3,17.0,"Short, Drama",malayalam
Babloo Bachelor,2021.0,130.0,6.1,42.0,Comedy,hindi
Tendulkar Out,2013.0,108.0,5.0,5.0,Drama,marathi
ATM,2015.0,121.0,5.9,251.0,"Action, Comedy, Drama",malayalam
Main Phir Aaoongi,1998.0,112.0,2.9,7.0,Horror,hindi
Aswathama,2020.0,133.0,6.4,943.0,"Action, Crime, Thriller",telugu
Swa Le,2009.0,139.0,5.9,152.0,"Comedy, Drama",malayalam
Sraboner Dhara,2019.0,110.0,6.9,166.0,Drama,bengali
Thenmazhai,1966.0,142.0,7.1,7.0,Unknown,tamil
Sachin,2019.0,137.0,3.6,93.0,"Comedy, Romance, Sport",malayalam
Taranhaar,1937.0,137.5,6.4,10.0,Unknown,hindi
Sindoora Rekha,1995.0,145.0,5.6,28.0,"Drama, Musical, Romance",malayalam
Oru Muthassi Katha,1988.0,126.0,5.9,20.0,Drama,malayalam
Aaram,1951.0,133.0,6.8,40.0,Romance,hindi
